doc_id,source,sentence,has_smell,smell_codes,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,검토 및 등록 시 부정수급 사전 체크 기능을 수행하여야 한다.,1,"S5, S18",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"결재처리가 된 신고서는 취득, 이력 정보를 생성해야 한다. <추가 요구 기능> 1.",1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"결재처리가 된 신고서는 취득, 이력 정보를 생성해야 한다. <추가 요구 기능> 1.",1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"취득/상실건 미생성 시 사유를 출력하는 기능을 제공하여야 하며, 해당 사유 클릭 시 재생성 기능을 제공해야 한다.",1,"S5, S18",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,검색된 접수번호를 통해 해당 신고서를 조회해야 한다.,1,"S5, S18",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
기능요구사항,HWP 요구사항후보,조회하는 화면에 대하여 화면 내용 그대로 출력하는 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,화면 상단에 질의등록 및 답변을 확인할 수 있는 바로가기 기능을 제공해야 한다.,1,S18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,사용자 권한에 따라 등록/조회 기능의 관리가 가능해야 한다.,1,"S2, S13",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기능요구사항,HWP 요구사항후보,조회시 조회되는 개수를 10개/20개/50개/100개로 선택할 수 있어야 한다 3.,1,"S2, S18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
기능요구사항,HWP 요구사항후보,"화면 상단에 전산도움말 등록기능이 있어야 하고, 이 기능을 센터 담당자가 확인할 수 있어야 한다.",1,"S15, S18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
