doc_id,sentence
[조달청]홈페이지_3.기능요구,[SFR-007] 고객별서비스안내: - 수요기관/조달업체/일반시민
[조달청]홈페이지_3.기능요구,"[SFR-008] 고객별업무안내: 1. 업무안내의 담당부서명과 직원별 업무 정보연결
2. 수요기관안내, 업체등록/변경안내, 보증수납안내 정보안내"
[조달청]홈페이지_3.기능요구,"[SFR-009] 주요정책: 1. 우수제품, 우수조달공동상표물품 정보제공 및 관련게시판
2. 예산절감실천방안, 신기술제품 가격산정공시 정보 및 자료
3. 종합쇼핑몰 안내정보 및 자료
4. CM제도 관련정보 및 자료"
[조달청]홈페이지_3.기능요구,"[SFR-010] 물품구매: 1. 구매업무개요, 업무처리절차, 입찰절차, 계약방법, 계약종류, 특정조달계약, 제3자 단가계약에 대한 정보안내
2. 다수공급자계약제도안내에 대한 링크 서비스
3. 조달물품 전문기관 검사제도안내"
[조달청]홈페이지_3.기능요구,"[SFR-011] 용역서비스: 용역개요, 기술용역종류, 일반용역종류, 업무처리절차, 기술용역 행정소유일수, 계약방법, 낙찰자결정방법, 리스계약에 대한 정보안내"
[조달청]홈페이지_3.기능요구,"[SFR-012] 외자구매: 구매업무개요, 외자구매절차, 대금결제, 시설대여(리스)계약에 대한 정보안내"
[조달청]홈페이지_3.기능요구,"[SFR-013] 시설공사: 공사계약집행범위, 업무처리절차, 공사계약변경안내, 공사종류, 입찰방법, 낙찰자결정, 공사관리, 총사업비관리에 대한 정보안내"
[조달청]홈페이지_3.기능요구,[SFR-014] 비축물자: 비축물자웹사이트(www.pps.go.kr/reserve/) 링크
[조달청]홈페이지_3.기능요구,[SFR-015] 물품관리: RFID 물품관리웹사이트(rfid.g2b.go.kr) 링크
[조달청]홈페이지_3.기능요구,"[SFR-016] 국유재산관리: 국유재산개요, 국유재산의 일선관리, 비축용토지의 매입, 무주부동산취득에 대한 정보안내"
[조달청]홈페이지_3.기능요구,"[SFR-017] 정보공개방: 1. 정보공개제도안내 및 이에 따르는 자료실기능
2. 사전정보공표안내 및 이에 따르는 자료실기능
3. 월별정보, 간행물, 기록물보유 등 정보목록 공개게시판
4. 정보공개청구, 예산집행담당자안내 : 링크서비스"
[조달청]홈페이지_3.기능요구,"[SFR-018] 법령정보: 1. 조달관련법령, 훈령, 고시 정보안내
2. 공고 및 관련자료 : 업무별자료게시판 링크
3. 회계예규 및 법령조회 : 관련 정보사이트 링크서비스"
[조달청]홈페이지_3.기능요구,"[SFR-019] 정책자료: 1. 년도별 주요업무주진계획 안내
2. 연구/용역자료, 발간자료, 통계자료 게시판기능"
[조달청]홈페이지_3.기능요구,"[SFR-020] 업무별자료: 1. 자료형 게시판 기능
  - 내자구매, 외자구매, 시설공사, 비축물자, 품질관리
  - 시설공사지원정보, 서식자료실
2. 업무별 자료 링크서비스 : 물품관리, 나라장터운영규정
3. 정보화사업 검색서비스"
[조달청]홈페이지_3.기능요구,"[SFR-021] 국회정보공개방: 주요청책자료, 예산결산, 국회정책제언, 국회현장 관련 자료공유서비스"
[조달청]홈페이지_3.기능요구,"[SFR-022] 자체감사활동: 감사계획 자료 게시판, 감사결과 자료 게시판"
[조달청]홈페이지_3.기능요구,[SFR-023] 프로그램모음: 뷰어프로그램 등의 유용한 소프트웨어 다운로드
[조달청]홈페이지_3.기능요구,"[SFR-024] 제도발전연구회: 1. 공사계약제도발전연구회 : 안내, 의견게시판, 자료실
2. 국제조달제도발전연구회 : 안내, 공지/토론게시판, 자료실
3. 공사비책정제도발전연구회 : 안내, 의견게시판, 자료실
4. MAS발전연구회 : 안내, 의견게시판, 자료실
5. 정보화수발주선진화연구회 : 안내, 의견게시판, 자료실"
[조달청]홈페이지_3.기능요구,"[SFR-025] 조달업무평가광장: 1. 국민광장 : 안내 및 평가결과 자료다운로드, 의견게시판
2. 평가자료실"
[조달청]홈페이지_3.기능요구,[SFR-026] 유동성지원: 유동성지원관련 안내
[조달청]홈페이지_3.기능요구,"[SFR-027] 보도/해명자료: 보도자료게시판, 해명자료게시판, 부처별뉴스 링크"
[조달청]홈페이지_3.기능요구,[SFR-028] 기고/인터뷰/강연자료: 기고/인터뷰/강연자료 게시판
[조달청]홈페이지_3.기능요구,"[SFR-029] 영상자료: 동영상뉴스게시판, 사진뉴스게시판"
[조달청]홈페이지_3.기능요구,"[SFR-030] 간행물: 1. 격월간지 나라살림 희망샘터 : 년도별 격월간지 PDF 서비스
2. e-뉴스레터 희망샘터 : e-뉴스레터 PDF 서비스"
[조달청]홈페이지_3.기능요구,"[SFR-031] 공지사항: 1. 공지사항 게시판
2. 무주부동상 공고사항
3. 개방 공모직위 공개모집 게시판
4. 인사발령 정보 링크서비스"
[조달청]홈페이지_3.기능요구,"[SFR-032] 조달전시관: 홍보관일기 게시판, 방문신청하기 기능"
[조달청]홈페이지_3.기능요구,[SFR-033] 비젼및소개: 조달청 비젼 및 소개
[조달청]홈페이지_3.기능요구,"[SFR-034] 청/차장소개: 1. 청장인사말, 청장약력, 차장약력, 역대청장
2. 청차장동정 : 스케쥴러 기능제공"
[조달청]홈페이지_3.기능요구,"[SFR-035] 조직및기능: 1. 조직도 : 각 부서별 링크, 부서별 소개페이지 및 직원열람
2. 기능 및 역할안내 페이지"
[조달청]홈페이지_3.기능요구,[SFR-036] 조달청연혁: 조달청연혁 소개페이지
[조달청]홈페이지_3.기능요구,[SFR-037] 직원안내: 조달청 직원목록 및 직원검색기능 제공
[조달청]홈페이지_3.기능요구,[SFR-038] 사이버홍보관: 사이버홍보관 링크서비스
[조달청]홈페이지_3.기능요구,[SFR-039] 조달청CI: 조달청CI안내 및 다운로드 서비스
[조달청]홈페이지_3.기능요구,"[SFR-040] 오시는길: 1. 조달청 약도 및 방향별/교통별 안내페이지
2. 층별배치도 : 층별배치도 안내페이지"
[조달청]홈페이지_3.기능요구,"[SFR-041] 관련사이트: 정부기관(링크), 유관기관, 외국기관, 업무관련 사이트 링크안내페이지"
[조달청]홈페이지_3.기능요구,[SFR-042] 웹접근성품질마크인증: 웹접근성품질마크인증내역 안내페이지
[조달청]홈페이지_3.기능요구,"[SFR-043] 조달서비스헌장: 조달서비스헌장 전문, 원자재공급서비스, 물자구매/공급서비스, 시설공사계약서비스, 시설공사감리서비스, 나라장터서비스"
[조달청]홈페이지_3.기능요구,[SFR-044] 개인정보처리방침: 개인정보처리방침안내
[조달청]홈페이지_3.기능요구,[SFR-045] 저작권정책: 저작권정책 안내
[조달청]홈페이지_3.기능요구,[SFR-046] 웹사이트이용안내: 웹사이트이용안내
[조달청]홈페이지_3.기능요구,[SFR-047] 사이트맵: 사이트맵
[조달청]홈페이지_3.기능요구,[SFR-048] 웹사이트의견수렴: 웹사이트이용에 대한 의견수렵 게시판
[조달청]홈페이지_3.기능요구,"[SFR-049] Tender Notice: 국내 물품 입찰, 해외 물품 입찰, 공사, 용역, 원자재비축 등 입찰 정보 제공"
